#a1_X a1_Y a2_X a2_Y a3_X a3_Y j_1 j_2 j_3
-0.872 9.962 -1.569 17.932 -2.092 23.909 -0.087 0.000 0.000
-1.736 9.848 -3.126 17.727 -4.168 23.635 -0.175 0.000 0.000
-2.588 9.659 -4.659 17.387 -6.212 23.182 -0.262 0.000 0.000
-3.420 9.397 -6.156 16.914 -8.208 22.553 -0.349 0.000 0.000
-3.420 9.397 -6.156 16.914 -8.692 22.352 -0.349 0.000 -0.087
-3.420 9.397 -6.156 16.914 -9.156 22.111 -0.349 0.000 -0.175
-3.420 9.397 -6.156 16.914 -9.598 21.829 -0.349 0.000 -0.262
-3.420 9.397 -6.156 16.914 -10.013 21.511 -0.349 0.000 -0.349
-3.420 9.397 -6.156 16.914 -10.399 21.157 -0.349 0.000 -0.436
-3.420 9.397 -6.156 16.914 -10.753 20.771 -0.349 0.000 -0.524
-3.420 9.397 -6.156 16.914 -11.071 20.356 -0.349 0.000 -0.611
-3.420 9.397 -6.156 16.914 -11.353 19.914 -0.349 0.000 -0.698
-3.420 9.397 -6.156 16.914 -11.594 19.450 -0.349 0.000 -0.785
-3.420 9.397 -6.801 16.647 -12.439 18.700 -0.349 -0.087 -0.785
-3.420 9.397 -7.420 16.325 -13.216 17.878 -0.349 -0.175 -0.785
-3.420 9.397 -8.009 15.950 -13.918 16.992 -0.349 -0.262 -0.785
-3.420 9.397 -8.563 15.525 -14.540 16.048 -0.349 -0.349 -0.785
-3.420 9.397 -9.077 15.054 -15.077 15.054 -0.349 -0.436 -0.785
-3.420 9.397 -9.549 14.539 -15.526 14.016 -0.349 -0.524 -0.785
-3.420 9.397 -9.973 13.986 -15.882 12.944 -0.349 -0.611 -0.785
-3.420 9.397 -10.348 13.397 -16.144 11.844 -0.349 -0.698 -0.785
-3.420 9.397 -10.671 12.778 -16.309 10.726 -0.349 -0.785 -0.785
-2.588 9.659 -9.516 13.659 -15.312 12.106 -0.262 -0.785 -0.785
-1.736 9.848 -8.290 14.437 -14.199 13.395 -0.175 -0.785 -0.785
-0.872 9.962 -7.000 15.104 -12.977 14.581 -0.087 -0.785 -0.785
0.000 10.000 -5.657 15.657 -11.657 15.657 0.000 -0.785 -0.785
0.872 9.962 -4.271 16.090 -10.248 16.613 0.087 -0.785 -0.785
1.736 9.848 -2.852 16.401 -8.761 17.443 0.175 -0.785 -0.785
2.588 9.659 -1.412 16.587 -7.207 18.140 0.262 -0.785 -0.785
2.588 9.659 -1.412 16.587 -7.050 18.640 0.262 -0.785 -0.698
2.588 9.659 -1.412 16.587 -6.850 19.123 0.262 -0.785 -0.611
2.588 9.659 -1.412 16.587 -6.608 19.587 0.262 -0.785 -0.524
2.588 9.659 -1.412 16.587 -6.327 20.029 0.262 -0.785 -0.436
2.588 9.659 -0.793 16.910 -5.389 20.766 0.262 -0.698 -0.436
2.588 9.659 -0.148 17.177 -4.391 21.419 0.262 -0.611 -0.436
2.588 9.659 0.518 17.387 -3.339 21.983 0.262 -0.524 -0.436
2.588 9.659 0.518 17.387 -2.924 22.302 0.262 -0.524 -0.349
2.588 9.659 0.518 17.387 -2.482 22.583 0.262 -0.524 -0.262
2.588 9.659 0.518 17.387 -2.018 22.825 0.262 -0.524 -0.175
2.588 9.659 0.518 17.387 -1.534 23.025 0.262 -0.524 -0.087
2.588 9.659 0.518 17.387 -1.035 23.182 0.262 -0.524 0.000
2.588 9.659 0.518 17.387 -0.524 23.296 0.262 -0.524 0.087
2.588 9.659 0.518 17.387 -0.005 23.364 0.262 -0.524 0.175
2.588 9.659 0.518 17.387 0.518 23.387 0.262 -0.524 0.262
2.588 9.659 0.518 17.387 1.041 23.364 0.262 -0.524 0.349
1.736 9.848 -1.000 17.366 -1.000 23.366 0.175 -0.524 0.349
0.872 9.962 -2.509 17.212 -3.032 23.190 0.087 -0.524 0.349
0.000 10.000 -4.000 16.928 -5.042 22.837 0.000 -0.524 0.349
-0.872 9.962 -5.460 16.515 -7.013 22.311 -0.087 -0.524 0.349
-1.736 9.848 -6.879 15.976 -8.931 21.615 -0.175 -0.524 0.349
-2.588 9.659 -8.245 15.316 -10.781 20.754 -0.262 -0.524 0.349
-3.420 9.397 -9.549 14.539 -12.549 19.735 -0.349 -0.524 0.349
-3.420 9.397 -9.549 14.539 -12.990 19.454 -0.349 -0.524 0.262
-3.420 9.397 -9.549 14.539 -13.405 19.135 -0.349 -0.524 0.175
-3.420 9.397 -9.549 14.539 -13.791 18.782 -0.349 -0.524 0.087
-3.420 9.397 -9.549 14.539 -14.145 18.396 -0.349 -0.524 0.000
-3.420 9.397 -9.549 14.539 -14.463 17.981 -0.349 -0.524 -0.087
-3.420 9.397 -9.549 14.539 -14.745 17.539 -0.349 -0.524 -0.175
-3.420 9.397 -9.549 14.539 -14.986 17.075 -0.349 -0.524 -0.262
-3.420 9.397 -9.549 14.539 -15.187 16.591 -0.349 -0.524 -0.349
-3.420 9.397 -9.549 14.539 -15.344 16.092 -0.349 -0.524 -0.436
-3.420 9.397 -9.549 14.539 -15.457 15.581 -0.349 -0.524 -0.524
-3.420 9.397 -9.549 14.539 -15.526 15.062 -0.349 -0.524 -0.611
-3.420 9.397 -9.549 14.539 -15.549 14.539 -0.349 -0.524 -0.698
-3.420 9.397 -9.549 14.539 -15.526 14.016 -0.349 -0.524 -0.785
-3.420 9.397 -9.549 14.539 -15.457 13.497 -0.349 -0.524 -0.873
-3.420 9.397 -9.549 14.539 -15.344 12.986 -0.349 -0.524 -0.960
-3.420 9.397 -9.549 14.539 -15.187 12.487 -0.349 -0.524 -1.047
-3.420 9.397 -9.549 14.539 -14.986 12.004 -0.349 -0.524 -1.134
-3.420 9.397 -9.549 14.539 -14.745 11.539 -0.349 -0.524 -1.222
-3.420 9.397 -9.077 15.054 -14.515 12.518 -0.349 -0.436 -1.222
-3.420 9.397 -8.563 15.525 -14.201 13.473 -0.349 -0.349 -1.222
-3.420 9.397 -8.009 15.950 -13.804 14.397 -0.349 -0.262 -1.222
-2.588 9.659 -6.588 16.587 -12.497 15.546 -0.262 -0.262 -1.222
-1.736 9.848 -5.117 17.099 -11.095 16.576 -0.175 -0.262 -1.222
-0.872 9.962 -3.608 17.479 -9.608 17.479 -0.087 -0.262 -1.222
-0.872 9.962 -3.608 17.479 -9.585 18.002 -0.087 -0.262 -1.134
-0.872 9.962 -3.608 17.479 -9.517 18.521 -0.087 -0.262 -1.047
-0.872 9.962 -3.608 17.479 -9.403 19.032 -0.087 -0.262 -0.960
-0.872 9.962 -3.608 17.479 -9.246 19.532 -0.087 -0.262 -0.873
-0.872 9.962 -3.608 17.479 -9.046 20.015 -0.087 -0.262 -0.785
-0.872 9.962 -3.608 17.479 -8.804 20.479 -0.087 -0.262 -0.698
-0.872 9.962 -3.608 17.479 -8.523 20.921 -0.087 -0.262 -0.611
-1.736 9.848 -5.117 17.099 -10.314 20.099 -0.175 -0.262 -0.611
-2.588 9.659 -6.588 16.587 -12.026 19.123 -0.262 -0.262 -0.611
-3.420 9.397 -8.009 15.950 -13.647 18.002 -0.349 -0.262 -0.611
-4.226 9.063 -9.368 15.191 -15.164 16.744 -0.436 -0.262 -0.611
