# (_5_15_) start end
2 2 1 0 2
2 1 1 3 4
2 1 2 5 9
2 0 2 10 21
2 1 2 22 27
2 1 1 28 61
2 0 2 62 64
2 0 1 65 66
2 1 1 67 69
2 0 1 70 70
2 0 2 71 71
2 0 1 72 73
2 1 1 74 82
2 0 1 83 84
2 0 2 85 95
2 1 1 96 101
2 2 1 102 104
1 2 0 105 116
2 1 0 117 117
2 1 1 118 119
2 1 0 120 120
1 1 0 121 121
1 2 0 122 134
2 1 0 135 135
2 1 1 136 140
2 1 0 141 142
1 1 0 143 144
1 2 0 145 153
1 1 0 154 155
2 1 0 156 157
2 1 1 158 176
2 1 0 177 178
1 1 0 179 179
